    Finished release [optimized] target(s) in 0.05s
     Running `target/release/gauge_mc_runner --klow 0.7578 --khigh 0.7733 --potential-type binary -r 64 -N 1024 -w 128 -L 24 -s 32 --config-output /home/sumner/source/GaugeTheoryRunner/outputs/rec/binary/L=24/out-k07578-k07733.yaml --output-winding -o /home/sumner/source/GaugeTheoryRunner/outputs/rec/binary/L=24/out-k07578-k07733.npz`
[2024-02-28T05:20:17Z INFO  gauge_mc_runner] Warmup 0/128
[2024-02-28T05:22:56Z INFO  gauge_mc_runner] Warmup 10/128
[2024-02-28T05:25:34Z INFO  gauge_mc_runner] Warmup 20/128
[2024-02-28T05:28:13Z INFO  gauge_mc_runner] Warmup 30/128
[2024-02-28T05:30:51Z INFO  gauge_mc_runner] Warmup 40/128
[2024-02-28T05:33:30Z INFO  gauge_mc_runner] Warmup 50/128
[2024-02-28T05:36:08Z INFO  gauge_mc_runner] Warmup 60/128
[2024-02-28T05:38:47Z INFO  gauge_mc_runner] Warmup 70/128
[2024-02-28T05:41:25Z INFO  gauge_mc_runner] Warmup 80/128
[2024-02-28T05:44:04Z INFO  gauge_mc_runner] Warmup 90/128
[2024-02-28T05:46:43Z INFO  gauge_mc_runner] Warmup 100/128
[2024-02-28T05:49:21Z INFO  gauge_mc_runner] Warmup 110/128
[2024-02-28T05:52:00Z INFO  gauge_mc_runner] Warmup 120/128
[2024-02-28T05:54:06Z INFO  gauge_mc_runner] Done!
[2024-02-28T05:54:06Z INFO  gauge_mc_runner] Sampling 0/1024
[2024-02-28T05:56:45Z INFO  gauge_mc_runner] Sampling 10/1024
[2024-02-28T05:59:24Z INFO  gauge_mc_runner] Sampling 20/1024
[2024-02-28T06:02:03Z INFO  gauge_mc_runner] Sampling 30/1024
[2024-02-28T06:04:41Z INFO  gauge_mc_runner] Sampling 40/1024
[2024-02-28T06:07:20Z INFO  gauge_mc_runner] Sampling 50/1024
[2024-02-28T06:09:58Z INFO  gauge_mc_runner] Sampling 60/1024
[2024-02-28T06:12:37Z INFO  gauge_mc_runner] Sampling 70/1024
[2024-02-28T06:15:16Z INFO  gauge_mc_runner] Sampling 80/1024
[2024-02-28T06:17:54Z INFO  gauge_mc_runner] Sampling 90/1024
[2024-02-28T06:20:33Z INFO  gauge_mc_runner] Sampling 100/1024
[2024-02-28T06:23:11Z INFO  gauge_mc_runner] Sampling 110/1024
[2024-02-28T06:25:50Z INFO  gauge_mc_runner] Sampling 120/1024
[2024-02-28T06:28:29Z INFO  gauge_mc_runner] Sampling 130/1024
[2024-02-28T06:31:07Z INFO  gauge_mc_runner] Sampling 140/1024
[2024-02-28T06:33:46Z INFO  gauge_mc_runner] Sampling 150/1024
[2024-02-28T06:36:24Z INFO  gauge_mc_runner] Sampling 160/1024
[2024-02-28T06:39:03Z INFO  gauge_mc_runner] Sampling 170/1024
[2024-02-28T06:41:41Z INFO  gauge_mc_runner] Sampling 180/1024
[2024-02-28T06:44:20Z INFO  gauge_mc_runner] Sampling 190/1024
[2024-02-28T06:46:59Z INFO  gauge_mc_runner] Sampling 200/1024
[2024-02-28T06:49:37Z INFO  gauge_mc_runner] Sampling 210/1024
[2024-02-28T06:52:16Z INFO  gauge_mc_runner] Sampling 220/1024
[2024-02-28T06:54:54Z INFO  gauge_mc_runner] Sampling 230/1024
[2024-02-28T06:57:33Z INFO  gauge_mc_runner] Sampling 240/1024
[2024-02-28T07:00:12Z INFO  gauge_mc_runner] Sampling 250/1024
[2024-02-28T07:02:50Z INFO  gauge_mc_runner] Sampling 260/1024
[2024-02-28T07:05:29Z INFO  gauge_mc_runner] Sampling 270/1024
[2024-02-28T07:08:07Z INFO  gauge_mc_runner] Sampling 280/1024
[2024-02-28T07:10:46Z INFO  gauge_mc_runner] Sampling 290/1024
[2024-02-28T07:13:25Z INFO  gauge_mc_runner] Sampling 300/1024
[2024-02-28T07:16:03Z INFO  gauge_mc_runner] Sampling 310/1024
[2024-02-28T07:18:42Z INFO  gauge_mc_runner] Sampling 320/1024
[2024-02-28T07:21:20Z INFO  gauge_mc_runner] Sampling 330/1024
[2024-02-28T07:23:59Z INFO  gauge_mc_runner] Sampling 340/1024
[2024-02-28T07:26:38Z INFO  gauge_mc_runner] Sampling 350/1024
[2024-02-28T07:29:16Z INFO  gauge_mc_runner] Sampling 360/1024
[2024-02-28T07:31:55Z INFO  gauge_mc_runner] Sampling 370/1024
[2024-02-28T07:34:33Z INFO  gauge_mc_runner] Sampling 380/1024
[2024-02-28T07:37:12Z INFO  gauge_mc_runner] Sampling 390/1024
[2024-02-28T07:39:50Z INFO  gauge_mc_runner] Sampling 400/1024
[2024-02-28T07:42:29Z INFO  gauge_mc_runner] Sampling 410/1024
[2024-02-28T07:45:08Z INFO  gauge_mc_runner] Sampling 420/1024
[2024-02-28T07:47:46Z INFO  gauge_mc_runner] Sampling 430/1024
[2024-02-28T07:50:25Z INFO  gauge_mc_runner] Sampling 440/1024
[2024-02-28T07:53:03Z INFO  gauge_mc_runner] Sampling 450/1024
[2024-02-28T07:55:42Z INFO  gauge_mc_runner] Sampling 460/1024
[2024-02-28T07:58:20Z INFO  gauge_mc_runner] Sampling 470/1024
[2024-02-28T08:00:59Z INFO  gauge_mc_runner] Sampling 480/1024
[2024-02-28T08:03:38Z INFO  gauge_mc_runner] Sampling 490/1024
